Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ27,OUT035,2376.6936
FDC26,OUT017,2039.5577
NCF43,OUT027,2829.282
NCR50,OUT035,2984.6272
FDE39,OUT018,2058.8303
FDN49,OUT027,1070.4429
DRG11,OUT035,2082.526
NCA18,OUT049,1626.8717
FDM36,OUT018,2124.929
FDW32,OUT017,1244.0775
NCQ18,OUT010,278.8597
FDX14,OUT027,1963.9805
FDD46,OUT017,2319.0088
FDI34,OUT019,266.0606
NCJ17,OUT035,1659.099
FDB52,OUT035,3471.1062
FDV55,OUT018,1484.543
FDC57,OUT046,2859.7065
FDB29,OUT046,1894.4984
NCO43,OUT035,2486.909
FDG44,OUT045,767.7501
FDJ34,OUT045,1625.9125
FDH40,OUT049,1389.5216
NCD07,OUT027,2871.0398
FDB41,OUT017,569.5133
FDH47,OUT018,1377.3295
DRK37,OUT035,5186.0664
FDM25,OUT019,530.5035
NCX06,OUT045,2545.6816
NCS05,OUT017,2432.5032
FDS39,OUT045,1841.3561
FDC47,OUT027,5833.2236
FDG20,OUT013,2341.6262
DRL23,OUT017,1519.1012
FDY33,OUT013,3053.6592
NCH18,OUT045,3492.7253
FDX47,OUT035,2151.3076
NCB06,OUT045,2639.161
FDP36,OUT049,682.2255
FDW44,OUT018,2481.9458
NCU41,OUT018,2851.8225
NCS17,OUT046,1377.3496
FDD46,OUT035,1983.487
FDE45,OUT017,2664.5317
FDI09,OUT017,4140.5044
NCJ54,OUT010,517.84955
NCA29,OUT018,2697.2197
NCN41,OUT027,3308.4028
FDY34,OUT035,2859.5037
NCG55,OUT035,2085.9336
DRM49,OUT046,711.4118
NCB42,OUT049,1837.3418
FDE58,OUT045,1675.827
DRJ25,OUT013,831.6413
FDS47,OUT010,254.48589
FDY21,OUT049,3820.5537
NCI54,OUT013,1764.5544
FDO24,OUT017,2826.3027
FDY43,OUT035,3363.0583
FDF35,OUT018,1671.446
NCP29,OUT019,190.14287
FDN28,OUT027,2970.5469
FDJ50,OUT018,804.9087
FDQ14,OUT027,3454.7698
FDC37,OUT035,1781.6611
FDN08,OUT046,1953.3431
FDD04,OUT035,2377.6963
FDW34,OUT018,2299.7515
FDP04,OUT017,1009.64795
NCG07,OUT017,2896.1616
NCN14,OUT018,2769.4407
FDJ16,OUT045,918.6873
NCM42,OUT045,1511.6302
NCF19,OUT046,502.08292
FDY21,OUT018,4394.39
FDY19,OUT035,2137.6204
FDV09,OUT045,2249.4065
FDA28,OUT013,2429.5442
FDC38,OUT018,1601.6912
FDL28,OUT045,3877.5288
NCH43,OUT049,2849.8372
NCN53,OUT045,467.1801
NCW05,OUT017,2390.97
NCO30,OUT018,2146.423
FDT04,OUT019,140.69705
FDB27,OUT018,2694.263
NCK07,OUT013,2743.5552
NCA53,OUT013,1083.7509
FDB33,OUT018,2388.0625
FDU37,OUT017,1710.2444
FDR13,OUT035,1540.0403
FDE45,OUT049,2436.6243
FDV37,OUT017,2728.54
FDX44,OUT019,154.80649
NCL06,OUT017,4236.9062
FDJ28,OUT045,2453.009
FDX55,OUT049,3527.6667
NCK17,OUT018,525.7052
FDH52,OUT035,871.24457
FDN13,OUT027,2555.4922
FDK44,OUT018,1586.4407
FDU16,OUT046,1275.9175
FDZ07,OUT017,889.903
NCN06,OUT027,3839.6755
FDH02,OUT010,60.775105
NCW18,OUT045,3744.7788
FDH57,OUT013,1903.3717
FDV35,OUT045,2697.125
NCU29,OUT013,2566.7134
NCP02,OUT046,1117.151
FDN44,OUT013,2766.903
FDX03,OUT018,235.05138
FDR11,OUT010,453.5145
FDA36,OUT046,2033.8456
FDP58,OUT027,4569.383
FDH31,OUT045,1465.4203
FDH34,OUT035,3817.3044
FDS13,OUT035,2610.3472
FDT01,OUT018,3984.782
FDY09,OUT049,2482.2112
FDV33,OUT027,5840.8843
NCW29,OUT010,417.04163
NCN17,OUT045,1596.9313
FDX01,OUT046,1621.8236
FDL03,OUT049,3608.0754
DRL59,OUT049,879.9526
DRM11,OUT027,4197.326
FDA43,OUT049,2643.5583
FDZ56,OUT010,46.00305
FDI44,OUT018,1032.2211
FDB50,OUT013,1325.464
FDU15,OUT019,324.86926
NCJ19,OUT019,121.794365
FDD48,OUT013,1620.9281
NCW42,OUT035,4572.9077
FDL24,OUT017,2893.929
NCB30,OUT013,2831.3896
FDK25,OUT013,3270.5508
FDW28,OUT049,2938.5225
FDD47,OUT017,4305.007
FDK16,OUT019,309.75903
FDW37,OUT046,1192.0615
FDA48,OUT035,3922.706
FDA14,OUT017,2538.2244
FDV15,OUT013,1633.5408
FDN22,OUT049,3385.4373
NCD55,OUT045,522.5886
FDY43,OUT013,2796.3726
NCU05,OUT017,462.50253
FDF10,OUT035,2611.5215
FDR39,OUT018,3824.4268
FDG40,OUT013,670.04694
FDZ28,OUT019,267.96027
FDE02,OUT045,1764.8146
FDU60,OUT049,3673.7786
FDM21,OUT013,3175.3013
FDV52,OUT019,293.27536
NCW06,OUT013,2817.2498
FDX36,OUT035,3555.4026
FDT35,OUT027,3786.062
NCL19,OUT010,170.2469
NCD31,OUT046,2981.7063
FDE53,OUT019,238.22818
FDW58,OUT019,120.20597
DRF48,OUT046,1835.9214
FDW57,OUT035,2768.502
DRH13,OUT017,1508.6334
FDT33,OUT013,2564.0586
DRK47,OUT027,3823.068
FDY22,OUT010,439.1825
FDC35,OUT019,755.1623
FDO03,OUT013,4342.522
FDF24,OUT045,1390.8909
FDF56,OUT018,2421.4453
FDD28,OUT013,827.67255
FDG53,OUT027,3565.9539
FDO27,OUT019,136.25018
NCF54,OUT018,2659.0718
FDC20,OUT027,1907.6134
FDU10,OUT046,650.60785
DRA24,OUT018,2044.3151
FDA02,OUT010,440.02594
FDG10,OUT017,902.80774
FDW39,OUT010,293.391
FDP04,OUT019,108.59093
NCM55,OUT013,2902.5227
FDG47,OUT045,5918.4756
NCU41,OUT017,3324.7166
NCK31,OUT017,816.05334
FDZ46,OUT045,1604.7815
FDU13,OUT027,2621.4968
NCF19,OUT045,631.27264
NCJ43,OUT013,3092.9749
NCJ05,OUT045,2533.428
FDS04,OUT027,2771.164
FDX28,OUT010,263.77408
FDB41,OUT027,1077.8081
FDG53,OUT046,1992.013
FDL15,OUT010,-101.99396
FDQ08,OUT049,826.3799
DRN36,OUT013,1692.0729
FDI46,OUT013,3842.0422
FDG16,OUT027,5702.074
FDV32,OUT013,1106.8097
FDF44,OUT010,283.43192
FDK04,OUT018,703.11273
NCA41,OUT013,2944.8076
FDD51,OUT017,651.0176
NCZ53,OUT045,2910.3914
FDP01,OUT027,2905.2434
FDY25,OUT049,3166.983
FDB17,OUT018,2728.1538
NCV54,OUT018,1880.5657
FDJ32,OUT017,1138.5168
FDA37,OUT049,2063.4355
FDG35,OUT035,3142.0293
NCM05,OUT018,2224.634
FDG45,OUT046,3190.702
FDH28,OUT013,608.9807
NCE18,OUT049,4738.1035
FDH38,OUT045,2034.8164
FDR56,OUT013,2703.9531
FDH17,OUT027,2619.919
FDD39,OUT049,5286.413
FDB41,OUT049,674.79944
NCR53,OUT046,4173.121
FDX46,OUT017,1095.1609
FDV28,OUT049,506.8748
FDA08,OUT018,2291.4492
FDH45,OUT017,661.83014
NCS38,OUT010,591.085
FDD40,OUT010,350.52856
DRM59,OUT035,2152.0833
NCJ43,OUT018,2571.9502
NCN29,OUT013,684.3232
NCC19,OUT045,2870.119
FDR56,OUT035,2971.6187
FDZ43,OUT049,3400.2979
FDJ32,OUT010,167.02483
DRH03,OUT017,1368.8674
NCZ54,OUT035,3253.4158
FDE26,OUT017,2773.7207
FDS03,OUT045,1449.236
DRZ24,OUT019,382.11755
FDO48,OUT027,4906.377
FDW39,OUT049,2400.414
NCK05,OUT049,1084.9233
NCK30,OUT017,4325.3755
FDT27,OUT018,2779.9014
FDS08,OUT019,305.32516
NCJ19,OUT049,949.2324
FDC58,OUT045,535.66174
DRE37,OUT013,2595.6536
FDW02,OUT035,2640.886
FDJ02,OUT010,573.34143
FDX09,OUT045,2897.7131
FDT31,OUT010,406.19937
FDI24,OUT049,4069.8657
FDY09,OUT045,2988.793
FDV28,OUT045,815.96375
DRM47,OUT049,3394.1133
FDT52,OUT019,9.045461
FDI48,OUT018,458.76016
FDY55,OUT017,5189.242
FDU48,OUT013,2294.4304
FDN25,OUT045,407.1797
FDP20,OUT049,1333.2455
FDJ15,OUT013,3162.8506
FDD04,OUT018,1783.4863
FDY58,OUT045,5120.0938
FDR37,OUT018,3551.1702
FDF44,OUT013,1584.1595
FDD32,OUT045,1151.9657
FDR57,OUT017,2214.7375
DRG39,OUT027,1982.8192
FDX15,OUT017,2767.2676
DRN37,OUT045,2311.0378
FDW40,OUT027,4151.3857
FDB32,OUT049,1635.5254
FDM40,OUT018,2113.368
FDE39,OUT027,2889.4773
DRH49,OUT017,1301.8115
FDT46,OUT049,715.971
NCF06,OUT035,3175.155
FDP07,OUT017,3011.5728
FDC04,OUT013,3221.5068
FDZ32,OUT017,1625.7242
FDD50,OUT045,3108.862
FDU56,OUT017,3105.798
FDV34,OUT017,1196.5284
NCY41,OUT013,573.4005
NCK18,OUT046,2906.894
DRH25,OUT049,919.51337
FDT57,OUT046,3635.1753
FDV56,OUT018,1056.2412
FDV12,OUT045,1378.1366
FDN52,OUT017,1400.0558
FDX38,OUT035,726.9494
FDE47,OUT018,2055.4077
NCO07,OUT013,4078.4597
FDV09,OUT027,3754.0076
FDZ23,OUT019,432.01932
DRH51,OUT018,888.46674
NCY54,OUT045,2793.5742
DRG49,OUT013,4266.874
NCC19,OUT049,4024.3687
NCV53,OUT045,5933.1655
FDZ47,OUT019,356.84918
NCO26,OUT018,1820.4829
NCP02,OUT045,818.40924
NCW30,OUT018,3573.2954
NCN55,OUT046,4463.573
FDB20,OUT010,115.44751
DRL11,OUT013,2446.7786
DRD60,OUT045,3754.403
FDW14,OUT010,604.08594
FDL27,OUT010,78.112335
FDU09,OUT018,703.88965
DRH36,OUT027,1830.5659
FDP34,OUT027,3752.067
FDE04,OUT017,3417.6265
FDZ57,OUT027,3698.2407
FDF02,OUT010,295.3951
FDG28,OUT045,3859.937
NCI31,OUT046,413.598
FDT43,OUT013,780.34656
FDU20,OUT046,2028.7924
FDD53,OUT013,778.14954
FDW15,OUT045,2476.449
NCT53,OUT045,2587.2366
NCG55,OUT027,2894.7808
FDD48,OUT035,1986.0651
FDG47,OUT049,4470.226
FDI21,OUT017,1436.2275
FDT27,OUT017,3720.3176
DRO35,OUT013,2036.1047
FDD33,OUT017,4130.568
FDC04,OUT035,2810.8906
FDY34,OUT013,2991.7478
DRJ49,OUT049,1679.5063
FDE05,OUT049,2274.9543
FDU31,OUT017,3533.465
NCN19,OUT027,5214.998
FDK56,OUT027,5399.201
FDK58,OUT017,1806.2736
NCJ42,OUT035,1603.3427
FDZ34,OUT027,4744.429
FDA52,OUT018,2007.7268
NCR29,OUT013,581.38086
FDT48,OUT035,3668.3943
DRJ51,OUT019,467.94534
NCS54,OUT046,2910.5464
FDV01,OUT035,2688.0881
DRG51,OUT027,3410.2751
NCG42,OUT013,2359.782
FDA51,OUT049,1865.6544
FDV19,OUT010,-345.77393
NCT18,OUT045,4156.522
NCS41,OUT045,3091.5208
FDO03,OUT046,4323.7397
FDL12,OUT010,153.64879
FDY37,OUT010,105.53064
FDI58,OUT049,1645.369
FDT28,OUT018,1927.1965
NCC42,OUT010,387.22845
FDO01,OUT017,1840.383
FDJ02,OUT013,2197.4326
FDQ04,OUT018,569.88983
DRL47,OUT013,2164.2515
FDZ32,OUT035,1758.8433
FDC35,OUT035,2727.0679
FDX14,OUT045,996.42633
FDZ35,OUT013,1573.3367
FDL14,OUT013,2068.1174
FDO04,OUT049,862.5057
DRK11,OUT017,2013.6498
FDB44,OUT018,2461.4138
FDZ50,OUT049,3640.237
FDI12,OUT027,2464.8774
FDU43,OUT017,4413.593
FDD58,OUT010,515.76416
FDB27,OUT017,2761.6035
FDB04,OUT018,900.38477
NCO17,OUT013,2224.5198
FDL12,OUT017,919.0271
DRJ13,OUT049,2478.5144
FDD57,OUT045,1558.9458
FDW19,OUT035,2003.7777
DRD27,OUT018,1219.2258
FDH27,OUT027,3472.3308
NCW30,OUT027,7959.456
FDR40,OUT018,981.6662
FDG05,OUT013,2518.1426
NCY41,OUT019,210.01306
FDI38,OUT018,3497.6355
FDR20,OUT046,871.82715
FDE09,OUT017,1744.9406
FDN50,OUT019,269.1951
DRF27,OUT045,2470.5703
DRF51,OUT013,693.7914
NCO02,OUT019,309.5276
FDB51,OUT027,1424.5676
FDJ50,OUT013,862.9479
FDN52,OUT013,1431.2523
FDX14,OUT013,1423.4478
FDT27,OUT019,218.8875
FDV10,OUT013,476.1114
FDU33,OUT046,625.5647
FDU58,OUT046,3197.9163
NCP42,OUT027,5170.6133
FDL51,OUT027,4819.0796
DRH15,OUT027,1059.4651
FDU16,OUT017,1230.255
FDW15,OUT017,2689.2256
FDQ44,OUT045,1819.9369
NCI06,OUT027,4408.4106
DRK23,OUT019,692.1198
FDC28,OUT035,1877.8007
NCY17,OUT019,178.13474
NCV05,OUT018,2145.4976
FDM34,OUT019,410.98718
DRD60,OUT027,6025.4087
FDT38,OUT046,1205.2684
FDQ57,OUT018,1788.6077
FDE59,OUT027,805.20245
NCM43,OUT046,2910.269
DRI51,OUT049,2827.4866
NCG30,OUT017,1479.04
NCK54,OUT035,1824.5978
FDQ16,OUT019,204.65524
FDI36,OUT013,2883.5347
FDX16,OUT027,3476.5435
FDA34,OUT046,3713.1167
FDJ48,OUT018,2251.3264
FDU47,OUT035,2163.5212
FDS39,OUT046,2255.4575
FDD11,OUT046,3243.8708
FDM16,OUT027,1860.2141
FDU56,OUT018,2825.379
FDQ32,OUT017,2209.6414
DRK35,OUT013,582.6817
FDA58,OUT049,3524.8281
DRG48,OUT019,271.99225
FDT59,OUT010,597.77203
FDQ31,OUT019,307.00244
FDS51,OUT018,838.7153
FDW32,OUT027,1869.3098
FDI15,OUT027,5914.7354
NCV30,OUT017,1446.1072
DRG25,OUT049,2992.745
FDT02,OUT013,472.10406
FDO33,OUT027,3569.2244
FDP38,OUT035,687.6687
FDZ45,OUT035,3129.1426
NCA54,OUT027,4398.9346
FDU33,OUT017,1042.184
FDN58,OUT017,3794.0034
FDI05,OUT045,1273.5521
FDM57,OUT019,191.15851
NCS42,OUT027,2465.0706
FDB57,OUT045,4960.35
FDC03,OUT045,3014.63
FDZ58,OUT013,2057.4346
NCK29,OUT045,1851.8949
NCR53,OUT045,3623.5625
FDE26,OUT027,3834.2507
FDU52,OUT049,2227.5894
FDE41,OUT027,2151.132
FDU38,OUT018,2816.1165
FDA52,OUT017,2214.6462
FDW46,OUT046,1241.1722
DRI59,OUT035,4618.5435
FDT38,OUT035,1064.6782
FDL33,OUT018,2833.2268
FDQ01,OUT027,5536.855
FDJ08,OUT046,2500.3997
FDQ47,OUT049,762.17114
NCZ18,OUT013,4106.3296
FDE29,OUT017,994.4246
FDF10,OUT027,3454.0522
FDC48,OUT049,1184.6
FDY58,OUT013,4445.5684
NCX30,OUT010,459.50415
FDV11,OUT013,2379.9028
FDT46,OUT046,650.9352
DRD01,OUT019,36.505356
FDQ11,OUT013,2923.7166
NCM41,OUT017,1313.5361
NCC55,OUT013,160.27794
FDG45,OUT027,5195.73
NCQ54,OUT049,3348.8857
FDM34,OUT045,2183.1514
FDD17,OUT019,-149.13101
FDN38,OUT027,6430.403
FDB53,OUT018,2099.9304
NCL06,OUT035,4397.8374
NCV18,OUT019,252.6433
FDX25,OUT013,3290.837
FDB39,OUT046,657.26807
FDC33,OUT049,2791.887
NCO14,OUT018,476.16855
FDA58,OUT027,6159.374
NCQ02,OUT017,3672.4011
NCR53,OUT017,4188.328
FDN52,OUT046,1476.0034
FDG26,OUT046,3825.0361
FDE23,OUT027,1114.9835
DRI37,OUT013,850.57117
DRH37,OUT018,2208.4946
FDO01,OUT035,2017.6244
FDK45,OUT049,2305.9314
FDP23,OUT049,2266.2366
FDM33,OUT035,4791.855
FDD36,OUT017,2046.7878
FDL56,OUT017,1496.5089
FDT27,OUT010,966.3759
FDG52,OUT017,703.11084
NCL42,OUT035,5568.855
DRJ24,OUT046,2289.8882
FDV38,OUT046,642.83655
FDT35,OUT045,2538.1672
FDY51,OUT045,2753.832
FDC37,OUT017,1867.6093
NCP43,OUT013,2265.414
FDO33,OUT045,2266.1343
FDW04,OUT018,1828.3534
NCC31,OUT046,2831.6833
FDK22,OUT049,3171.5237
FDJ50,OUT017,1007.9675
FDV13,OUT017,1502.5902
DRL60,OUT017,1941.8754
FDW03,OUT017,2113.3235
FDY27,OUT035,3058.9365
FDB39,OUT027,1781.8342
FDU59,OUT045,2312.3633
FDZ57,OUT049,2061.9648
FDO21,OUT049,3246.3994
FDS43,OUT018,2049.5173
FDU28,OUT010,178.24083
FDC51,OUT010,206.72398
FDW16,OUT010,224.00365
FDP32,OUT010,399.34268
FDB60,OUT019,421.4744
NCQ30,OUT046,1653.7124
FDD26,OUT049,3735.5579
FDI44,OUT045,1215.7473
DRH23,OUT046,1090.4386
FDO44,OUT046,1820.095
FDG04,OUT046,3085.831
FDM32,OUT027,2258.6978
FDM09,OUT013,2423.253
FDZ47,OUT013,1803.9622
FDM40,OUT027,3679.1265
FDY48,OUT017,1810.9172
NCM30,OUT045,807.27905
FDX36,OUT010,944.5753
DRF03,OUT017,579.93945
FDN51,OUT049,4750.9834
FDM57,OUT049,925.9813
FDB35,OUT049,1430.8088
FDY13,OUT027,2196.6794
FDA37,OUT017,2219.4988
NCX53,OUT017,2963.2908
FDD59,OUT018,832.92206
FDX10,OUT019,147.58887
FDC03,OUT018,3119.6284
FDW43,OUT035,3079.3435
FDW10,OUT046,2755.4756
FDY14,OUT027,6446.7
FDV43,OUT045,609.8106
FDO40,OUT013,2428.7874
FDP46,OUT027,2737.5774
NCE43,OUT019,525.63257
FDD05,OUT035,2087.861
FDJ60,OUT010,459.25925
DRE27,OUT018,1198.7029
FDO11,OUT035,5422.7183
DRG11,OUT027,2584.0312
FDK33,OUT010,283.1262
DRM23,OUT045,2018.5107
FDJ02,OUT027,4120.1523
NCZ05,OUT045,1160.6918
NCL30,OUT013,2038.6952
FDZ19,OUT018,2153.9717
FDM45,OUT049,1939.4392
FDO36,OUT046,2809.69
NCK31,OUT045,671.78827
DRJ37,OUT045,2329.4963
FDP24,OUT018,1750.8597
FDF46,OUT013,1666.9303
FDX46,OUT019,106.915565
NCL18,OUT045,2899.6396
FDJ26,OUT013,3178.268
FDJ07,OUT045,1762.8433
FDY15,OUT013,1875.57
DRG01,OUT045,1274.9196
FDF58,OUT045,1049.1127
FDZ14,OUT019,249.63506
FDP31,OUT049,802.9265
FDH45,OUT013,665.04065
FDA09,OUT010,267.20148
FDW31,OUT035,2502.4924
FDA57,OUT046,766.91223
NCE55,OUT035,2968.2837
FDC17,OUT019,391.32117
FDC59,OUT013,675.98517
FDA22,OUT013,3486.7666
FDK52,OUT035,4179.156
NCM26,OUT046,2771.0989
NCT53,OUT035,2344.3213
FDW45,OUT018,2474.6008
NCI18,OUT035,3977.8062
FDE38,OUT018,2888.3276
FDF08,OUT019,293.58536
FDY58,OUT010,1187.5391
FDF58,OUT019,94.10027
FDX39,OUT017,4624.791
FDB44,OUT049,3470.837
FDF28,OUT013,1885.4869
FDE39,OUT013,1874.3337
FDT37,OUT018,3077.9019
FDZ45,OUT017,3284.0627
FDO40,OUT035,2697.3035
FDM57,OUT027,2499.5188
DRG36,OUT017,4282.181
FDY36,OUT010,-39.48015
DRL60,OUT027,3194.9045
FDS25,OUT019,82.06825
DRF49,OUT027,2848.5828
FDP16,OUT045,5801.487
FDS60,OUT049,2613.9043
FDU15,OUT027,1016.5411
FDK43,OUT046,1855.2668
FDN25,OUT046,731.91693
FDE53,OUT049,1631.0479
FDB22,OUT013,2277.5264
FDE39,OUT017,1896.668
FDX35,OUT035,5223.4487
NCG54,OUT049,4005.2625
FDH27,OUT035,2400.0127
NCK42,OUT013,3105.4817
FDS25,OUT049,1719.696
FDI10,OUT018,2751.9888
FDU35,OUT035,1860.2053
FDI04,OUT017,3402.5024
DRK23,OUT035,5448.354
FDB53,OUT019,285.11536
FDY02,OUT049,4262.734
FDM60,OUT035,761.90643
NCJ31,OUT010,385.47668
DRP35,OUT017,1945.5419
NCQ30,OUT018,1403.6993
DRL11,OUT010,212.61746
FDU01,OUT013,3291.1445
FDR39,OUT035,3277.295
FDO08,OUT046,2523.148
FDC02,OUT045,5056.4336
NCZ29,OUT035,2080.1064
FDF29,OUT010,362.29828
FDZ23,OUT017,3383.2957
NCU53,OUT018,2295.5728
NCW30,OUT013,4571.8667
NCM26,OUT027,3869.9067
FDV50,OUT027,3577.4583
FDW15,OUT049,2721.8735
FDI35,OUT027,6224.8345
FDO11,OUT017,5919.097
FDN48,OUT046,1343.5441
NCA17,OUT049,2122.8955
NCN54,OUT013,1251.3915
FDP22,OUT013,691.1898
NCB54,OUT035,1935.3663
FDD08,OUT045,413.69507
DRM48,OUT010,69.45146
FDG41,OUT027,3113.4592
FDE44,OUT027,2103.5234
FDE26,OUT035,2586.7397
NCS38,OUT013,1413.2898
NCJ54,OUT018,2966.973
FDI40,OUT019,265.21286
FDN45,OUT018,3192.5828
FDU43,OUT046,3810.2585
FDI04,OUT010,477.01648
NCC07,OUT018,1440.2837
NCC07,OUT019,235.53542
NCD18,OUT045,3647.3308
FDU55,OUT035,4555.7324
FDX59,OUT035,625.89514
FDR52,OUT049,2302.104
NCP17,OUT013,1010.60266
FDQ32,OUT045,2185.0127
NCT17,OUT049,3621.4763
FDO10,OUT049,951.5017
FDE32,OUT049,511.5566
FDN44,OUT045,2626.8062
FDH02,OUT035,1690.692
FDK60,OUT013,1049.988
FDS24,OUT019,220.14069
FDL03,OUT010,648.596
FDB46,OUT027,4629.499
FDO48,OUT049,4377.2544
FDZ39,OUT049,1473.496
FDT02,OUT027,745.4356
FDC50,OUT013,1437.9677
FDP39,OUT035,791.20184
DRG15,OUT018,918.2933
FDP10,OUT018,1321.4368
FDF53,OUT027,5755.841
FDN34,OUT045,2289.91
FDK02,OUT045,2072.6948
FDC23,OUT045,2212.8008
FDJ10,OUT019,280.6488
FDE53,OUT035,1670.1373
FDR25,OUT035,4957.235
FDW50,OUT046,2514.978
FDS09,OUT049,904.4678
FDW49,OUT010,277.44257
FDU51,OUT046,3743.2964
FDF28,OUT018,1784.4672
NCY30,OUT018,2713.1643
FDD44,OUT045,4628.178
FDX09,OUT017,3223.932
NCF30,OUT013,1804.3252
FDZ50,OUT019,464.5382
FDW37,OUT013,1453.9165
FDD11,OUT049,2935.4907
DRH39,OUT018,1191.6375
FDA36,OUT049,2576.9314
NCG43,OUT049,1391.5065
FDF02,OUT035,1686.8177
FDP57,OUT027,2559.3552
NCE42,OUT017,3002.303
NCR38,OUT027,6007.9917
FDP03,OUT019,515.62384
FDO51,OUT035,846.7111
NCQ42,OUT046,1707.8146
NCM41,OUT046,1086.5486
FDH48,OUT027,2066.0037
DRF60,OUT046,4636.932
FDJ27,OUT035,1707.4508
FDQ14,OUT013,1945.9728
FDN27,OUT017,1395.4094
NCQ02,OUT046,3007.175
FDJ33,OUT049,1999.576
FDP07,OUT027,5100.1035
DRE01,OUT049,4124.562
FDU36,OUT045,1353.8003
FDL28,OUT017,4081.8284
NCX53,OUT046,2978.5986
FDZ39,OUT013,1552.0016
NCP42,OUT013,3085.4465
FDJ14,OUT035,1376.6301
FDK04,OUT049,1030.955
NCC19,OUT017,2682.9312
FDS09,OUT018,700.2425
FDZ02,OUT046,1278.0355
FDD35,OUT018,1847.1144
NCY42,OUT017,2126.4482
FDB05,OUT045,3951.6572
FDF20,OUT035,3104.7324
NCO41,OUT018,1202.3171
FDC40,OUT027,1917.7161
FDV58,OUT045,2651.0652
FDZ57,OUT045,1794.7783
DRM35,OUT046,2671.602
DRN36,OUT018,1246.3497
FDQ13,OUT046,874.55176
DRO35,OUT010,80.79148
NCD43,OUT035,1801.9546
FDA51,OUT018,2013.9043
NCX17,OUT027,5203.3276
NCZ17,OUT049,936.80585
FDR11,OUT027,3939.5676
FDW34,OUT049,3164.5461
FDN50,OUT017,1567.2416
FDS09,OUT046,839.69305
FDS48,OUT018,2200.7588
FDL44,OUT049,2426.3733
DRF48,OUT018,2257.1892
FDA14,OUT018,1245.0178
NCD30,OUT049,2019.2302
FDI16,OUT017,789.9773
NCG06,OUT035,3297.166
DRZ24,OUT035,2198.6177
NCS17,OUT045,1713.018
FDB37,OUT045,4197.277
FDE10,OUT035,1995.194
FDC57,OUT045,3259.3875
FDM12,OUT018,2845.9731
FDE24,OUT049,1826.6016
FDW22,OUT045,3424.4004
DRD01,OUT027,990.4302
NCZ18,OUT027,4120.7363
FDN49,OUT045,653.2792
FDR22,OUT035,2316.813
FDV08,OUT019,45.624855
FDY39,OUT046,4515.2734
FDV36,OUT049,2302.7983
FDO60,OUT045,976.4875
FDU04,OUT027,3530.304
FDR20,OUT027,1580.8158
FDW19,OUT019,317.7812
FDU40,OUT049,2442.38
FDK15,OUT045,1718.8086
DRF15,OUT035,1976.9258
FDQ25,OUT017,3194.2678
FDI48,OUT019,168.36624
FDS49,OUT046,1470.8317
FDV22,OUT046,2881.715
NCV42,OUT046,1750.6625
FDX26,OUT046,2617.5369
FDI33,OUT018,1451.2623
FDZ14,OUT049,1655.1866
FDG10,OUT013,781.67114
FDM38,OUT018,724.76355
FDG26,OUT027,5726.419
FDH46,OUT035,1820.7113
FDN13,OUT018,1092.5916
FDU57,OUT035,2669.3884
NCI06,OUT046,2747.7122
FDM38,OUT045,932.8829
NCG42,OUT010,126.77922
FDL39,OUT045,2514.4917
FDT31,OUT019,-85.49298
FDV59,OUT013,3468.8716
FDB49,OUT035,2030.9999
FDD58,OUT049,1813.0687
DRN59,OUT046,868.9343
FDX48,OUT049,2049.158
FDQ11,OUT049,4388.594
FDY12,OUT049,966.0285
FDQ11,OUT045,3046.015
DRI11,OUT017,2306.224
FDY32,OUT027,4401.7666
FDS51,OUT045,758.95825
FDR19,OUT010,257.79147
DRB13,OUT018,2492.931
FDS21,OUT035,925.84344
FDQ40,OUT045,2471.012
NCE55,OUT013,2675.4736
FDX43,OUT027,3846.5933
FDS12,OUT049,2021.9911
DRK01,OUT027,2368.9265
FDN25,OUT017,625.2484
FDB60,OUT046,3423.7283
FDQ13,OUT017,1181.1931
DRK13,OUT045,3247.0361
DRF25,OUT018,510.81787
NCD42,OUT019,118.67685
FDW25,OUT045,1089.7582
NCV29,OUT027,3966.0586
NCK42,OUT035,3254.1587
DRJ13,OUT027,3339.8662
DRD15,OUT017,3209.8892
FDM27,OUT045,2728.1458
FDZ50,OUT018,3492.0142
FDC04,OUT046,3036.646
FDF50,OUT049,3216.2534
FDP15,OUT045,4105.5947
FDK46,OUT035,4693.7627
FDZ56,OUT018,1982.5905
FDY60,OUT049,2403.3257
FDB10,OUT035,4762.1577
FDR57,OUT045,2122.8948
FDU58,OUT049,3075.6594
FDH02,OUT046,1628.9581
FDP48,OUT013,3329.18
FDI46,OUT035,4124.725
FDW56,OUT013,4055.588
NCM19,OUT010,314.1627
FDS50,OUT027,5889.5254
FDK24,OUT013,840.2578
FDO36,OUT017,3534.8792
FDK45,OUT027,2992.3447
NCL05,OUT045,911.95886
FDL32,OUT018,1292.3025
FDA28,OUT049,2035.5111
FDY36,OUT018,946.1188
FDP32,OUT018,1879.0413
FDL50,OUT046,2077.6523
DRC24,OUT049,2126.932
NCS18,OUT017,1631.9312
FDD16,OUT017,1295.4238
NCV18,OUT013,2326.4414
FDX07,OUT046,2998.891
NCZ05,OUT027,2482.3894
NCI31,OUT013,558.9834
FDK14,OUT049,1501.2914
NCR06,OUT045,511.28165
NCF54,OUT049,4065.3262
